Primary ID,%5min,%10min,%15min,%30min,%60min,%120min,%180min,%240min
Cafeina_N9_2,8.325358410025421,14.952756307847672,21.616716127373564,40.39695479054548,67.24190030242143,94.1403041436127,94.1403041436127,94.1403041436127
Metronidazole_N1_1,0.8959454421312376,4.004068826243276,14.641185111308506,32.63501619683769,61.98529126057999,98.96657068850516,100.0,100.0
Metronidazole_N1_2,3.3330970501727983,10.780570121722754,15.772531105242996,32.8665045053938,48.33586280965832,83.86442522351288,95.19407916489544,95.19407916489544
Metronidazole_N2_1,7.518566153594644,16.014359203398744,23.25762324902435,39.70281011273224,65.0649960119191,93.45787867000226,99.36023664066036,99.36023664066036
Metronidazole_N2_2,8.652666468440472,16.12725080395774,23.472858273235328,37.89516985797901,68.78912372926573,83.22723724598687,83.22723724598687,90.38853604994286
Metronidazole_N3_1,5.901788662653556,11.433354070066096,17.428475965939057,36.39633642851047,65.22222261950648,95.30857233960974,100.0,100.0
Metronidazole_N3_2,4.8170085169217085,9.481908042206149,14.100832723405608,23.01020478544104,43.824052275432514,80.37112114909206,87.24998741840142,91.69308372969977
Metronidazole_N4_1,0.2,7.512124746704202,16.997060333240135,36.646433572261074,66.40941707387118,94.30352797916296,94.3152486921782,94.88592207594914
Metronidazole_N4_2,1.7626145020458637,9.250135411636546,17.671766333014094,35.83912777963099,64.77801072703562,88.97736250575268,100.0,100.0
Metronidazole_N5_1,8.607088974365702,22.370899643073997,29.1611670331877,43.91943029483933,67.01612732526348,89.83998224806953,96.14335861344055,96.12281792455248
Metronidazole_N5_2,6.617693963938263,12.002599945506654,16.279629815628642,30.626283387988153,52.343046267454625,77.72524738392133,89.7952475573106,90.923391146825
